Book,Chapter,Verse,Text
მათე,10,41,ვინც წინასწარმეტყველს ღებულობს წინასწარმეტყვგელის
მათე,10,42,ვინც დაალევინებს ერთს ამ მცირეთაგანს თუნდაც ერთ
მათე,10,22,მათე 11
მათე,11,1,როცა დაამთავრა იესომ თაგისი თორმეტი მოწაფის დარი-
მათე,11,3,"რომ ეთქვათ მისთვის, შენა ხარ ის, ვინც უნდა მოგიდეს,"
მათე,11,4,"იესომ უთხრა მათ პასუხად: „წადით მოახსენეთ იოანეს,"
მათე,11,5,"ბრმები ხედავენ და ხეიბრები დადიან, კეთროვგნები იწმი-"
მათე,11,6,ნეტარია ვინც არ შეცდება ჩემში.“
მათე,11,7,როცა ისინი მიდიოდნენ იესომ დაუწყო ლაპარაგი ხალხს
მათე,11,8,"აბა, რისთვის გახვედით, რბილი ტანსაცმლით შემოსილი"
მათე,11,9,"აბა, რისთვის გახვედით? წინასწარმეტყველის სანახაგად?"
მათე,11,10,"გინაიდან ეს ის არის, ვისზედაც დაწერილია: აპა, მე"
